[16, 40938, 412, 43.33, 202, 288683, 188, 55.0, 111, 18841, 285, 40.0, 84, 1050, 38, 43.33, 58, 131323, 358, 43.33, 350, 24014, 322, 35.0, 163, 21190, 493, 43.33, 91, 126174, 281, 43.33, 76, 10564, 304, 43.33, 523, 34335, 498, 43.33, 1, 5833184137]
[43, 14303, 237, 37.5, 516, 17662, 347, 37.5, 99, 6591, 118, 52.5, 145, 15424, 319, 50.0, 127, 8933, 185, 42.5, 59, 7605, 237, 32.5, 33, 14180, 166, 42.14, 235, 39978, 274, 42.14, 10, 8648, 263, 42.5, 67, 29377, 478, 42.14, 1, 5837619953]
[84, 11765, 90, 37.5, 11, 14095, 320, 50.0, 5, 18848, 335, 37.5, 90, 6079, 476, 37.5, 56, 4223, 167, 37.5, 43, 13415, 158, 37.5, 141, 2527, 222, 37.5, 62, 25945, 205, 37.5, 21, 55252, 401, 22.5, 25, 17078, 342, 40.0, 1, 5819787677]
[31, 19644, 137, 47.0, 222, 42542, 280, 47.0, 16, 11499, 404, 57.5, 51, 14063, 355, 50.0, 43, 25569, 396, 47.0, 4, 12413, 338, 47.0, 101, 1976, 499, 52.5, 106, 13043, 285, 40.0, 76, 34990, 190, 47.0, 245, 12039, 322, 35.0, 0, 5833124172]
[147, 11711, 316, 51.25, 104, 82053, 377, 51.25, 876, 10704, 274, 51.25, 75, 8411, 310, 51.25, 127, 106289, 322, 51.25, 92, 31409, 192, 51.25, 222, 33828, 230, 51.25, 101, 13840, 309, 45.0, 55, 33929, 387, 57.5, 161, 70542, 603, 51.25, 0, 5832206284]
[127, 6799, 230, 42.5, 427, 15771, 444, 50.0, 518, 2700, 195, 42.5, 81, 30709, 388, 52.5, 234, 5405, 397, 42.5, 15, 16686, 216, 27.5, 79, 28362, 339, 42.5, 40, 54361, 353, 42.5, 58, 990, 329, 40.0, 14, 5822, 125, 42.5, 0, 5827116519]
[412, 5482, 138, 50.83, 350, 20623, 265, 50.83, 8, 19190, 171, 50.83, 268, 9194, 102, 50.83, 145, 14507, 263, 60.0, 15, 16688, 237, 37.5, 555, 73395, 192, 50.83, 254, 32663, 230, 50.83, 59, 18271, 183, 50.83, 41, 10645, 344, 55.0, 0, 5819652269]
[3, 7383, 138, 45.0, 111, 131, 45, 45.0, 104, 27083, 99, 47.5, 76, 18914, 541, 45.0, 147, 32030, 218, 35.0, 77, 8382, 274, 45.0, 72, 12200, 283, 45.0, 555, 27745, 478, 45.0, 42, 14457, 488, 45.0, 246, 7889, 264, 52.5, 1, 5834595661]
[102, 39046, 268, 47.5, 25, 24444, 322, 35.0, 432, 18104, 281, 55.0, 498, 49310, 277, 45.62, 29, 19292, 221, 45.62, 103, 57341, 388, 45.62, 51, 43412, 450, 45.62, 120, 6091, 399, 45.62, 235, 52974, 536, 45.0, 147, 6258, 270, 45.62, 1, 5833756055]
[99, 61335, 368, 30.0, 22, 25237, 272, 40.83, 201, 77024, 1162, 40.83, 25, 16451, 163, 40.83, 40, 7389, 173, 37.5, 83, 2286, 164, 55.0, 51, 29497, 95, 40.83, 67, 141790, 433, 40.83, 157, 123557, 192, 40.83, 38, 8242, 230, 40.83, 0, 5828939244]
[711, 11420, 88, 32.5, 19, 66155, 455, 30.0, 350, 123096, 440, 45.0, 53, 17968, 192, 32.5, 15, 4736, 65, 32.5, 82, 6337, 74, 20.0, 119, 1573, 20, 32.5, 92, 52105, 584, 32.5, 16, 24417, 335, 32.5, 98, 8964, 239, 35.0, 1, 5814243583]
[68, 9673, 124, 43.33, 145, 57791, 315, 43.33, 154, 13899, 316, 43.33, 103, 13626, 377, 43.33, 202, 12158, 103, 43.33, 236, 64369, 365, 43.33, 31, 75701, 724, 47.5, 112, 14182, 228, 43.33, 134, 12245, 422, 45.0, 61, 9972, 298, 37.5, 0, 5832715216]
[236, 168036, 514, 47.5, 63, 33619, 320, 50.0, 105, 144713, 335, 41.88, 33, 11778, 393, 41.88, 41, 5184, 476, 41.88, 112, 49090, 416, 41.88, 82, 13702, 177, 41.88, 18, 59379, 373, 41.88, 10, 16413, 423, 40.0, 497, 12439, 598, 30.0, 1, 5829493442]
[12, 13890, 178, 48.0, 238, 55474, 276, 48.0, 888, 975, 516, 50.0, 50, 58492, 362, 50.0, 11, 2799, 66, 48.0, 202, 130839, 175, 77.5, 10, 2742, 286, 48.0, 82, 17213, 242, 37.5, 21, 2493, 335, 48.0, 134, 410, 32, 25.0, 0, 5829864151]
[245, 5169, 231, 45.0, 35, 95583, 553, 38.5, 432, 18094, 248, 38.5, 523, 4758, 384, 35.0, 79, 32441, 397, 25.0, 145, 26890, 325, 45.0, 50, 20324, 283, 38.5, 222, 187755, 263, 42.5, 498, 13977, 274, 38.5, 113, 8286, 427, 38.5, 1, 5831909960]
[91, 61790, 449, 35.83, 24, 20508, 368, 32.5, 103, 4135, 329, 40.0, 81, 22393, 225, 32.5, 4, 4184, 206, 47.5, 62, 11874, 174, 35.83, 38, 3597, 112, 35.83, 104, 37295, 433, 35.83, 6, 6454, 123, 22.5, 711, 641, 286, 40.0, 1, 5828794599]
[888, 2964, 514, 47.5, 41, 85280, 320, 50.0, 711, 875, 335, 48.75, 76, 24038, 393, 48.75, 98, 13450, 476, 48.75, 202, 313497, 480, 60.0, 145, 123054, 861, 50.0, 112, 48351, 198, 40.0, 21, 18957, 273, 45.0, 107, 70597, 174, 48.75, 1, 5829478877]
[147, 11711, 316, 51.25, 104, 82053, 377, 51.25, 876, 10704, 274, 51.25, 75, 8411, 310, 51.25, 127, 106289, 322, 51.25, 92, 31409, 192, 51.25, 222, 33828, 230, 51.25, 101, 13840, 309, 45.0, 55, 33929, 387, 57.5, 161, 70542, 603, 51.25, 0, 5832206284]
[117, 20499, 316, 44.17, 112, 6087, 205, 40.0, 101, 13080, 308, 44.17, 133, 36558, 363, 44.17, 131, 24026, 193, 50.0, 41, 24186, 254, 44.17, 222, 25731, 274, 44.17, 5, 41407, 263, 42.5, 40, 97575, 283, 44.17, 127, 27036, 478, 44.17, 1, 5837731462]
[99, 24727, 260, 46.0, 104, 28514, 433, 52.5, 7, 4483, 115, 25.0, 266, 6380, 420, 55.0, 78, 12214, 301, 46.0, 58, 5753, 90, 46.0, 246, 45194, 514, 47.5, 142, 6624, 320, 50.0, 4, 19834, 335, 46.0, 101, 6694, 476, 46.0, 0, 5820366564]
[61, 33502, 514, 47.5, 166, 254, 307, 52.0, 78, 28374, 393, 52.0, 141, 26093, 476, 52.0, 238, 135516, 449, 52.0, 21, 89954, 374, 55.0, 75, 256324, 643, 67.5, 427, 5914, 283, 37.5, 267, 9457, 323, 52.5, 59, 5143, 67, 52.0, 1, 5837171137]
[31, 2194, 290, 42.0, 777, 43061, 317, 35.0, 119, 58541, 254, 42.5, 11, 23687, 297, 42.0, 141, 4636, 51, 35.0, 21, 7651, 262, 42.0, 516, 3712, 192, 42.0, 63, 27107, 230, 42.0, 360, 9367, 265, 42.5, 81, 168921, 372, 55.0, 1, 5825889633]
[25, 30732, 447, 45.62, 56, 4392, 78, 35.0, 15, 89624, 291, 45.62, 103, 29144, 346, 45.62, 54, 32017, 380, 40.0, 43, 44992, 458, 45.62, 126, 136419, 249, 57.5, 777, 43945, 192, 45.62, 105, 332780, 230, 45.62, 145, 40202, 263, 50.0, 1, 5825813897]
[20, 4027, 315, 35.0, 6, 11715, 316, 35.0, 103, 13626, 377, 35.0, 888, 1538, 377, 35.0, 21, 4193, 32, 35.0, 267, 15702, 254, 35.0, 41, 6447, 345, 35.0, 90, 15483, 279, 35.0, 523, 60679, 964, 35.0, 42, 28457, 213, 35.0, 0, 5828152060]
[16, 414365, 293, 57.5, 50, 91090, 455, 60.0, 40, 14416, 186, 55.0, 360, 32816, 534, 56.5, 89, 18553, 585, 60.0, 143, 103795, 319, 56.5, 429, 14658, 346, 56.5, 81, 73290, 320, 50.0, 59, 19484, 335, 56.5, 555, 31879, 393, 56.5, 1, 5809120340]
[526, 6534, 403, 32.5, 104, 14927, 186, 42.0, 246, 173252, 483, 52.5, 67, 110314, 250, 42.0, 516, 34589, 516, 40.0, 110, 30836, 288, 42.0, 163, 7271, 328, 40.0, 59, 50258, 99, 42.0, 11, 53230, 338, 45.0, 45, 58531, 414, 42.0, 0, 5816249660]
[92, 144118, 179, 50.0, 89, 64433, 527, 77.5, 51, 72072, 398, 50.0, 498, 14628, 434, 47.5, 99, 333749, 289, 50.0, 875, 6952, 179, 45.0, 161, 94865, 315, 50.0, 41, 47125, 316, 50.0, 25, 34829, 301, 50.0, 497, 131920, 521, 30.0, 1, 5826304604]
[40, 53577, 400, 41.5, 119, 8256, 328, 40.0, 53, 309750, 483, 52.5, 523, 5912, 384, 57.5, 96, 10709, 221, 41.5, 145, 12615, 202, 41.5, 35, 8303, 260, 41.5, 157, 66351, 143, 30.0, 777, 2132, 81, 27.5, 38, 11698, 288, 41.5, 0, 5816263418]
[57, 44110, 575, 51.88, 56, 1658, 365, 65.0, 26, 7728, 118, 51.88, 99, 52533, 297, 45.0, 105, 47411, 290, 45.0, 103, 21008, 483, 52.5, 40, 214372, 429, 51.88, 517, 1202, 334, 51.88, 79, 507543, 416, 51.88, 222, 32821, 253, 51.88, 0, 5829584537]
[48, 25923, 90, 51.25, 63, 33619, 320, 50.0, 32, 7918, 335, 51.25, 110, 49443, 476, 51.25, 67, 32806, 260, 51.25, 432, 5199, 171, 51.25, 99, 12502, 80, 51.25, 6, 20875, 111, 51.25, 76, 57043, 347, 52.5, 90, 4254, 245, 51.25, 1, 5820189738]
